Horodateur,Vous êtes actuellement :,Quelle était votre série au Baccalauréat ?,Quelles étaient vos matières préférées au lycée ?,Dans quelles matières vous étiez doués?,Dans quelles activités pensez-vous être naturellement à l'aise ?,"Parmi les activités suivantes, lesquelles vous attirent le plus ?",Quel type de problème aimez-vous le plus résoudre ?,Quel type d'activité pédagogique vous attire le plus ?,Aimez-vous plutôt la pratique ou les leçons (théorie) ?,Quel rythme de travail vous correspond le mieux ?,Dans quel environnement aimeriez-vous travailler ?,Quels sont vos domaines d'intérêt principaux ?,Préférez-vous travailler principalement,Qu'est-ce qui est le plus important pour vous dans le choix d'une formation ?,"si vous devenez etudiant à l'ISPM, quel filière choisiriez vous?","Si vous êtes diplômé(e) / professionnel(le), quel est votre métier actuel ?","Si vous êtes diplômés, avec le recul, quel est votre niveau de satisfaction concernant l'adéquation entre votre formation et votre métier ?"
2026-07-02 13:30:51,Professionnel(le),A1,Mathématiques; Économie; Français,Français; Économie,Organiser; Communiquer; Analyser,Analyser un marché; Faire du commerce,Problèmes commerciaux,Projets; Études de cas,Pratique et théorie,Dynamique,Entreprise; Agence,Marketing; Vente; Entrepreneuriat; Commerce,En équipe,Les perspectives de carrière,CAA,Business developer,4.0
2026-08-24 07:09:03,Étudiant(e),G,Économie; Mathématiques; Gestion,Mathématiques; Économie,Être rigoureux; Organiser,Faire des calculs; Analyser des comptes,Problèmes financiers,Travaux pratiques; Études de cas,Pratique et théorie,Régulier,Cabinet; Entreprise,Finance; Comptabilité; Gestion,Seul ou en équipe,Les perspectives de carrière,FIC,Contrôleur de gestion,4.0
2026-07-31 10:30:42,Étudiant(e),S,Physique; SVT,SVT; Physique,Observer; Résoudre des problèmes; Analyser; Expérimenter,Rechercher; Concevoir; Faire des expériences,Problèmes scientifiques,Expériences; Travaux pratiques,Pratique et théorie,Régulier,Laboratoire; Centre de recherche,Sciences; Environnement,Seul ou en équipe,Acquérir une formation solide,GCA,Chercheur,1.0
2026-08-19 09:05:15,Étudiant(e),S,Mathématiques; Physique; SVT,SVT,Résoudre des problèmes; Observer; Expérimenter,Analyser; Rechercher,Problèmes scientifiques,Expériences; Travaux pratiques,Pratique et théorie,Régulier,Industrie,Sciences; Technologie; Environnement,En équipe,Acquérir une formation solide,EMII,Ingénieur,4.0
2026-08-13 12:37:39,Professionnel(le),A1,Économie; Français,Français; Économie,Analyser; Négocier; Communiquer,Communiquer; Faire du commerce; Analyser un marché,Problèmes commerciaux,Études de cas,Pratique et théorie,Dynamique,Agence,Entrepreneuriat; Vente; Marketing,En équipe,Les débouchés professionnels,TEE,Responsable marketing,5.0
2026-08-14 16:28:33,Étudiant(e),G,Français; Mathématiques; Économie,Français,Analyser; Organiser; Négocier; Communiquer,Analyser un marché; Faire du commerce; Communiquer; Négocier,Problèmes commerciaux,Projets; Simulations,Pratique,Dynamique,Commerce; Entreprise,Marketing; Entrepreneuriat,En équipe,Créer mon entreprise,TEE,Chargé marketing,2.0
2026-07-24 15:29:24,Professionnel(le),S,Informatique; Anglais; Mathématiques,Informatique; Mathématiques,Travailler avec des données; Analyser des informations,Automatiser des tâches; Programmer,Problèmes logiques et techniques,Projets pratiques,Pratique et théorie,Régulier,Entreprise; Bureau,Intelligence artificielle; Robotique; Technologie; Programmation,En équipe,Les débouchés professionnels,IGGLIA,Développeur full-stack,4.0
2026-08-23 16:50:02,Étudiant(e),S,Chimie; Physique,SVT,Manipuler des outils ou équipements; Expérimenter,Analyser des substances; Rechercher; Faire des expériences; Mesurer,Problèmes scientifiques et expérimentaux,Expériences; Laboratoire,Pratique,Progressif,Industrie; Laboratoire,Laboratoire; Recherche,En équipe,La pratique professionnelle,IAA,Assistant de recherche,3.0
2026-08-20 13:10:35,Étudiant(e),G,Français; Histoire,Français; Anglais,Rédiger; Communiquer,Créer du contenu; Organiser des événements,Problèmes de communication,Travaux de groupe,Pratique et théorie,Dynamique,Média,Médias; Événementiel,En équipe,La possibilité d'évoluer professionnellement,TEH,Community manager,3.0
2026-07-11 12:20:00,Professionnel(le),S,SVT; Mathématiques; Chimie,Chimie,Observer; Manipuler des outils ou équipements; Expérimenter,Faire des expériences; Rechercher; Analyser des substances; Mesurer,Problèmes scientifiques et expérimentaux,Travaux pratiques; Expériences,Pratique,Progressif,Centre de recherche,Industrie; Chimie,En équipe,Aimer le domaine étudié,IAA,Technicien qualité,4.0
2026-07-18 16:23:46,Étudiant(e),A2,Histoire; Français; Anglais,Anglais,Présenter; Rédiger,Communiquer; Créer du contenu; Présenter,Problèmes de communication,Présentations,Pratique et théorie,Dynamique,Entreprise; Média,Marketing; Événementiel,En équipe,Développer son réseau professionnel,AEE,Assistant de recherche,3.0
2026-07-19 17:44:22,Étudiant(e),D,Physique; Chimie; SVT,Mathématiques,Analyser; Résoudre des problèmes; Expérimenter,Concevoir; Rechercher; Analyser,Problèmes scientifiques,Recherche,Pratique et théorie,Régulier,Laboratoire,Technologie; Environnement; Sciences; Recherche,Seul ou en équipe,Acquérir une formation solide,ESIIA,Ingénieur IA,4.0
2026-07-17 16:36:29,Étudiant(e),G,Gestion; Mathématiques,Économie; Mathématiques,Calculer; Analyser des données,Faire des calculs; Analyser des comptes; Gérer,Problèmes financiers,Études de cas; Exercices,Pratique et théorie,Régulier,Bureau; Entreprise,Audit; Gestion; Banque,Seul,Les perspectives de carrière,FIC,Business developer,5.0
2026-07-02 09:45:28,Étudiant(e),A1,Anglais; Français; Histoire,Histoire; Français,Analyser des textes; Rédiger; Communiquer,Débattre; Rédiger; Faire des recherches; Lire des documents,Problèmes juridiques et sociaux,Lectures; Débats,Pratique et théorie,Régulier,Cabinet; Administration,Administration; Droits humains,Seul ou en équipe,La reconnaissance du diplôme,DTJA,Juriste,3.0
2026-07-10 13:20:42,Professionnel(le),S,SVT; Physique; Mathématiques,Physique; SVT,Observer; Analyser; Expérimenter,Analyser des substances; Mesurer; Faire des expériences; Rechercher,Problèmes scientifiques et expérimentaux,Expériences,Pratique,Régulier,Laboratoire; Centre de recherche,Recherche; Laboratoire; Chimie; Industrie,En équipe,La pratique professionnelle,PIP,Technicien de laboratoire,5.0
2026-08-19 11:04:59,Étudiant(e),A2,Philosophie; Anglais,Français,Analyser des textes; Communiquer; Rédiger,Faire des recherches; Débattre; Lire des documents,Problèmes juridiques et sociaux,Études de cas,Théorie,Régulier,Cabinet,Société; Justice,Seul ou en équipe,La stabilité professionnelle,IAA,Ingénieur agroalimentaire,4.0
2026-07-23 14:21:09,Professionnel(le),S,Informatique; Physique; Mathématiques,Mathématiques; Informatique,Travailler avec des données; Analyser des informations; Utiliser des outils informatiques; Résoudre des problèmes logiques,Analyser des données; Créer des applications; Programmer; Automatiser des tâches,Problèmes logiques et techniques,Travaux dirigés; Programmation,Pratique et théorie,Régulier,Startup,Technologie; Robotique; Intelligence artificielle,En équipe,Travailler dans un secteur innovant,IGGLIA,Ingénieur IA,4.0
2026-07-05 17:57:01,Professionnel(le),C,Chimie; SVT; Mathématiques,SVT,Analyser; Expérimenter; Résoudre des problèmes,Faire des expériences; Rechercher; Concevoir,Problèmes scientifiques,Travaux pratiques,Pratique et théorie,Régulier,Industrie,Sciences; Recherche,Seul ou en équipe,Acquérir une formation solide,AEE,Chercheur,3.0
2026-07-30 08:52:59,Étudiant(e),S,Économie; Mathématiques; Gestion,Économie,Analyser des données; Être rigoureux; Organiser; Calculer,Analyser des comptes; Analyser des données; Faire des calculs,Problèmes financiers,Études de cas; Travaux pratiques,Pratique et théorie,Régulier,Entreprise,Banque; Gestion,Seul,Les débouchés professionnels,EMII,Manager,1.0
2026-08-25 14:35:21,Étudiant(e),S,Anglais; Physique,Informatique; Mathématiques,Utiliser des outils informatiques; Analyser des informations; Résoudre des problèmes logiques,Analyser des données; Programmer,Problèmes logiques et techniques,Travaux dirigés; Projets pratiques,Pratique et théorie,Régulier,Bureau; Startup,Programmation; Data,En équipe,Travailler dans un secteur innovant,IMTICIA,Analyste cyber-sécurité,3.0
2026-08-07 10:47:32,Étudiant(e),S,Informatique; Anglais,Mathématiques,Résoudre des problèmes logiques; Travailler avec des données,Créer des applications; Programmer,Problèmes logiques et techniques,Travaux dirigés,Pratique et théorie,Intensif et régulier,Startup; Bureau,Data; Technologie,En équipe,Travailler dans un secteur innovant,IMTICIA,Analyste cyber-sécurité,5.0
2026-07-07 16:42:24,Étudiant(e),G,Français; Économie,Gestion; Mathématiques,Analyser des données; Calculer; Organiser; Planifier,Organiser; Planifier,Problèmes économiques et organisationnels,Études de cas,Pratique,Régulier,Bureau,Gestion; Entrepreneuriat; Économie,Seul ou en équipe,Les perspectives de carrière,EMP,Chef de projet,3.0
2026-08-21 12:42:06,Étudiant(e),A1,Anglais; Histoire,Français; Anglais,Rédiger; Présenter; Créer; Communiquer,Communiquer; Créer du contenu,Problèmes de communication,Présentations,Pratique,Intensif et régulier,Agence; Entreprise,Marketing; Publicité,En équipe,Développer son réseau professionnel,TEE,Community manager,2.0
2026-07-14 12:18:35,Professionnel(le),S,Gestion; Français; Mathématiques,Économie,Organiser; Analyser des données; Planifier; Calculer,Gérer un projet; Organiser; Analyser un marché,Problèmes économiques et organisationnels,Exercices pratiques; Projets,Pratique et théorie,Régulier,Entreprise,Management; Entrepreneuriat,En équipe,Créer mon entreprise,EMII,Manager,1.0
2026-07-14 15:18:02,Professionnel(le),C,SVT; Chimie; Mathématiques,SVT,Analyser; Observer; Expérimenter; Résoudre des problèmes,Concevoir; Faire des expériences,Problèmes scientifiques,Recherche; Travaux pratiques,Pratique et théorie,Intensif et régulier,Industrie; Centre de recherche,Recherche; Sciences,En équipe,Être utile à la société,GCA,Ingénieur,5.0
2026-07-14 16:09:11,Étudiant(e),A1,Mathématiques; Français,Français; Économie,Négocier; Organiser; Analyser,Faire du commerce; Analyser un marché; Communiquer,Problèmes commerciaux,Simulations; Projets,Pratique et théorie,Dynamique,Commerce; Agence,Vente; Commerce; Entrepreneuriat; Marketing,En équipe,Les perspectives de carrière,CAA,Business developer,1.0
2026-07-15 14:49:20,Étudiant(e),A2,Philosophie; Histoire,Histoire,Rédiger; Argumenter; Analyser des textes; Communiquer,Débattre; Lire des documents,Problèmes juridiques et sociaux,Débats,Théorie,Calme et régulier,Institution publique; Administration,Droit; Justice,Seul,La stabilité professionnelle,PIP,Spécialiste en réglementaire pharmaceutique,4.0
2026-07-03 13:11:37,Étudiant(e),G,Économie; Français; Mathématiques,Français; Économie,Organiser; Négocier,Analyser un marché; Négocier,Problèmes commerciaux,Projets,Pratique et théorie,Intensif,Agence; Entreprise,Vente; Entrepreneuriat; Commerce,En équipe,Les débouchés professionnels,CAA,Chargé marketing,3.0
2026-07-19 17:39:20,Professionnel(le),G,Mathématiques; Gestion,Économie,Organiser; Calculer,Faire des calculs; Analyser des comptes,Problèmes financiers,Études de cas; Travaux pratiques,Pratique et théorie,Régulier,Entreprise; Cabinet,Comptabilité; Banque; Audit,Seul,Les débouchés professionnels,FIC,Auditeur,3.0
2026-08-18 16:04:46,Professionnel(le),A2,Anglais; Français; Histoire,Anglais; Français,Communiquer; Rédiger; Présenter,Présenter; Communiquer; Créer du contenu,Problèmes de communication,Projets,Pratique,Dynamique,Entreprise; Média,Événementiel; Publicité; Communication; Médias,En équipe,Développer mes compétences relationnelles,IAA,Biologiste,4.0
2026-08-20 14:08:04,Étudiant(e),S,SVT; Chimie,Physique; SVT,Analyser; Résoudre des problèmes; Expérimenter,Analyser; Rechercher; Concevoir,Problèmes scientifiques,Recherche; Travaux pratiques,Pratique et théorie,Intensif et régulier,Industrie,Environnement; Sciences,En équipe,Être utile à la société,EMII,Chercheur,2.0
2026-08-23 13:02:23,Étudiant(e),A1,Mathématiques; Économie; Français,Économie,Organiser; Communiquer,Faire du commerce; Négocier,Problèmes commerciaux,Études de cas; Simulations,Pratique,Intensif,Entreprise; Agence,Entrepreneuriat; Marketing,En équipe,Les débouchés professionnels,TEE,Chargé marketing,2.0
2026-08-13 16:01:48,Étudiant(e),S,Anglais; Mathématiques; Physique,Informatique,Résoudre des problèmes logiques; Travailler avec des données,Analyser des données; Créer des applications,Problèmes logiques et techniques,Projets pratiques,Pratique,Intensif et régulier,Entreprise,Technologie; Robotique,Seul ou en petite équipe,Travailler dans un secteur innovant,IMTICIA,Ingénieur IA,1.0
2026-07-08 07:48:34,Étudiant(e),C,Chimie; SVT,SVT; Physique,Analyser; Expérimenter; Manipuler des outils ou équipements,Rechercher; Faire des expériences; Mesurer; Analyser des substances,Problèmes scientifiques et expérimentaux,Travaux pratiques; Laboratoire,Pratique et théorie,Régulier,Industrie; Centre de recherche,Industrie; Recherche,Seul ou en équipe,Aimer le domaine étudié,ICMP,Assistant de recherche,5.0
2026-07-16 10:18:38,Étudiant(e),A2,Anglais; Philosophie; Histoire,Philosophie; Français,Communiquer; Analyser des textes; Argumenter; Rédiger,Lire des documents; Débattre; Faire des recherches; Rédiger,Problèmes juridiques et sociaux,Débats,Pratique et théorie,Régulier,Institution publique; Administration,Justice; Droits humains,Seul ou en équipe,La stabilité professionnelle,IAA,Technicien agricole,2.0
2026-07-23 12:27:19,Étudiant(e),S,Gestion; Mathématiques; Économie,Économie,Être rigoureux; Organiser; Calculer,Analyser des données; Analyser des comptes,Problèmes financiers,Études de cas,Théorie et pratique,Intensif et régulier,Bureau,Audit; Comptabilité,Seul,Les perspectives de carrière,GCA,Assistant de recherche,1.0
2026-07-08 16:30:43,Étudiant(e),C,Physique; Chimie; SVT,Chimie,Manipuler des outils ou équipements; Observer; Analyser,Analyser des substances; Rechercher; Faire des expériences,Problèmes scientifiques et expérimentaux,Laboratoire; Expériences,Pratique,Progressif,Centre de recherche,Recherche; Environnement,En équipe,Acquérir une formation solide,ICMP,Chercheur,4.0
2026-07-23 07:15:05,Étudiant(e),C,Chimie; Mathématiques,Mathématiques,Résoudre des problèmes; Expérimenter; Analyser; Observer,Concevoir; Faire des expériences; Analyser,Problèmes scientifiques,Travaux pratiques; Expériences,Pratique et théorie,Régulier,Industrie,Recherche; Technologie; Sciences; Environnement,Seul ou en équipe,Acquérir une formation solide,IMTICIA,Assistant de recherche,4.0
2026-07-04 10:27:33,Étudiant(e),S,SVT; Physique; Chimie,Chimie; Physique,Manipuler des outils ou équipements; Expérimenter; Observer,Analyser des substances; Rechercher; Faire des expériences,Problèmes scientifiques et expérimentaux,Laboratoire; Expériences,Pratique et théorie,Progressif,Laboratoire; Centre de recherche,Industrie; Recherche; Environnement,Seul ou en équipe,Acquérir une formation solide,ICMP,Assistant de recherche,2.0
2026-08-15 17:32:04,Étudiant(e),A2,Français; Anglais,Français; Anglais,Présenter; Créer; Communiquer; Rédiger,Organiser des événements; Présenter,Problèmes de communication,Présentations,Pratique et théorie,Dynamique,Média; Entreprise,Médias; Communication; Publicité,En équipe,Développer son réseau professionnel,PIP,Spécialiste en réglementaire pharmaceutique,3.0
2026-07-06 15:03:51,Étudiant(e),A1,Économie; Français,Gestion,Calculer; Organiser; Planifier; Analyser des données,Organiser; Gérer un projet; Planifier,Problèmes économiques et organisationnels,Études de cas; Projets,Pratique et théorie,Dynamique,Entreprise; Administration,Entrepreneuriat; Management; Gestion,En équipe,Les débouchés professionnels,EMP,Manager,1.0
2026-07-14 09:33:09,Étudiant(e),D,SVT; Chimie; Physique,Chimie; Physique,Manipuler des outils ou équipements; Analyser,Faire des expériences; Analyser des substances; Mesurer; Rechercher,Problèmes scientifiques et expérimentaux,Travaux pratiques,Pratique,Régulier,Centre de recherche,Environnement; Recherche; Laboratoire,Seul ou en équipe,La pratique professionnelle,PIP,Technicien qualité,5.0
2026-07-24 10:35:23,Étudiant(e),S,Physique; Chimie,SVT,Observer; Expérimenter; Analyser,Faire des expériences; Analyser des substances; Rechercher,Problèmes scientifiques et expérimentaux,Expériences,Pratique et théorie,Régulier,Laboratoire,Chimie; Industrie; Environnement; Recherche,En équipe,Aimer le domaine étudié,ICMP,Assistant de recherche,4.0
2026-08-20 09:31:29,Professionnel(le),A2,Histoire; Anglais,Philosophie,Communiquer; Argumenter,Rédiger; Débattre; Lire des documents; Faire des recherches,Problèmes juridiques et sociaux,Études de cas; Débats,Pratique et théorie,Régulier,Administration; Institution publique,Justice; Droits humains; Droit,Seul,La stabilité professionnelle,AEE,Technicien agricole,4.0
